poiid,title,address,lon,lat,city,category_sec,checkin_num,photo_num,category_fst
B2094750D564A3FF459F,尚客怡园,太行大街与南三环交叉口南行1000米路东,114.652033,37.936345,0311,住宅区,0,0,小区
B2094750D564A4FF4498,承翰世家,栾城裕泰路与新开大街交口西北角(栾城县政府东临),114.650005,37.900372,0311,住宅区,0,0,小区
B2094753DA6EA2F9499E,中润怡园,藁城市正无路与机场路交口南行100米路西,114.900341,37.974583,0311,住宅区,0,0,小区
B2094750D564A2F44592,贯庄四季花城,藁城衡井线与藁贾路交叉口西行1000米路南,114.878961,37.953538,0311,住宅区,0,0,小区
B2094750D56AAAFB4593,富达山庄,石家庄市井陉县县材库南侧100米,114.158936,38.026459,0311,住宅区,0,0,小区
B2094750D564A7FB489C,燕春星河国际,井陉矿区平涉路入区口,114.071732,38.059445,0311,住宅区,0,0,小区
B2094750D56AAAFF4693,锦秀乾城,井陉县秀林镇棋盘岭平涉路路东秀林中学对过,114.084091,38.002656,0311,住宅区,0,0,小区
B2094751D46BAAFB4492,尚都花园,河北省石家庄辛集市,115.229732,37.939036,0311,住宅区,19,9,小区
B2094752D56CA4FD439E,石家庄朱雀门,井陉县秀林镇棋盘岭平涉公路东,114.095764,38.081068,0311,住宅区,193,4,小区
B209475DD768A0FC4992,悠然居,石家庄鹿泉市抱犊寨山下,114.29008483,38.07701345,0311,住宅区,0,0,小区
B2094750D564ABFD439C,大者,抱犊寨风景区东侧北斗路与观景大街交口南行800米路西,114.290686,38.087013,0311,住宅区,3,3,小区
B209475DD46EA4F9439E,石家庄幸福家园社区,,114.86,38.064,0311,住宅区,0,0,小区
B2094656D365A0F54798,阳光花园(正大小区西),,114.96503,38.17017,0311,住宅区,109,73,小区
B2094656D365A4FC459B,正大小区,,114.96638,38.1701,0311,住宅区,27,9,小区
B2094656D365A7FB4798,安康花园(正大小区西北),,114.96433,38.17125,0311,住宅区,42,12,小区
B2094656D364AAFA489F,安康之家,昌盛北街2,114.85884,38.0317,0311,住宅区,1,1,小区
B2094656D364A2FF499A,齐心家园,,114.85938,38.03257,0311,住宅区,0,0,小区
B2094753DA6EA3FB459D,御温泉渡假小镇,石家庄市区以东16公里紧邻307国道,114.864807,38.031749,0311,住宅区,0,0,小区
B2094656D364A2F4439E,天健装饰装修特训营学员宿舍,,114.85798,38.03583,0311,住宅区,1,1,小区
B2094753DA6EA2FB479F,银虹花园,炼油厂工业区,115.145559,38.01777,0311,住宅区,0,0,小区
B2094656D365A1FE469F,神池花园,平山县温塘镇石闫路,113.98042,38.26528,0311,住宅区,13,7,小区
B2094656D365A7FF479C,清清世界度假村,,113.97772,38.26913,0311,住宅区,11,1,小区
B2094757D768A6FA4398,欧陆苑,近郊平山县温塘镇,113.986849,38.259371,0311,住宅区,0,0,小区
B2094750D569AAFF499D,卓达假日公馆,其他区平山温塘镇东侧,113.988925,38.260544,0311,住宅区,0,0,小区
B2094753DA6FA2FB469D,星期八假日,平山县温塘镇,113.97337,38.261738,0311,住宅区,0,0,小区
B2094750D569AAFE459F,东方波尔多庄园,平山县温塘镇中心侧,113.987397,38.261237,0311,住宅区,0,0,小区
B2094750D569AAF8429F,华域御水蓝庭,其他区平山温塘镇东入口处石闫公路南侧,113.989939,38.261814,0311,住宅区,0,0,小区
B2094750D569AAF8499D,温泉桃花城,其他区平山温塘镇,113.988271,38.259245,0311,住宅区,0,0,小区
B2094750D569AAFB409F,温泉国际,西北方向太行山与华北平原交界处,113.990879,38.260963,0311,住宅区,1,1,小区
B2094750D564A0FD4399,林屿森林别墅,温塘镇温塘河西岸石闫公路南侧,113.986759,38.259615,0311,住宅区,0,0,小区
B2094750D564A7F54793,汤城香格里,平山温塘站前商业街东200米路南,113.990707,38.259211,0311,住宅区,0,0,小区
B2094753DA6EA3F5479D,神州花园,温塘镇,113.986802,38.260457,0311,住宅区,0,0,小区
B2094753DA6EA2FA4493,滨河峻景,平山温塘镇,113.990729,38.263204,0311,住宅区,0,0,小区
B2094753DA6EA2F4419F,格林童话,温塘镇,113.987188,38.260963,0311,住宅区,0,0,小区
B2094753DA6EA2F5419B,莱茵假日,平山温塘镇,113.995825,38.263145,0311,住宅区,1,0,小区
B2094753DA6EA1FC4899,颐和山水,温塘镇西南鹿台,113.989334,38.257593,0311,住宅区,0,0,小区
B2094753DA6EA1F8479B,温泉假日,温塘镇温泉东路,113.990214,38.264147,0311,住宅区,1,0,小区
B2094750D56BA0FF4999,华威三十七英里,石家庄市平山县温塘镇东入口西行300米，石闫公路南侧,113.984528,38.260828,0311,住宅区,0,0,小区
B2094454D26CAAF8489D,西柏坡国御温泉度假小镇御山美墅,平山县温塘镇东,114.2337799,38.24680841,0311,住宅区,0,0,小区
B2094454D26CABFD449A,石家庄逸格,平山县柏坡东路与蒲胜大街交口东南角,114.22245,38.252471,0311,住宅区,0,0,小区
B209475DD768A4FA469D,滨河雅园,平山县冶河西路68号(新县医院对过),114.192581,38.259497,0311,住宅区,0,0,小区
B2094753DA6FA2FB4198,温塘兰溪谷,平山温塘镇,114.228512,38.267517,0311,住宅区,0,0,小区
B2094750D569AAFC4192,东岸酷博,平山温塘车站西行200米路北,114.18927,38.256898,0311,住宅区,0,0,小区
B2094750D569AAF9479E,盛景华庭,其他区平山县平光南街和建材街交叉口向东150米,114.206334,38.24913,0311,住宅区,0,0,小区
B2094753DA6EA2FC4298,水云涧,平山县西北部驼梁风景区,114.217097,38.255799,0311,住宅区,0,0,小区
B2094753DA6EA2FE479F,天圣华庭,平山县商贸中心南,114.212279,38.261266,0311,住宅区,0,0,小区
B2094753DA6EA2FF409C,假日听海,岗南镇,114.203439,38.250718,0311,住宅区,0,0,小区
B2094753DA6EA2FF489E,龙山先生,九龙山风景区内,114.215841,38.25734,0311,住宅区,0,0,小区
B2094753DA6EA2F44098,温泉绿色庄园,平山县温塘镇,114.189277,38.250819,0311,住宅区,0,0,小区
B2094753DA6EA2F44593,温泉山庄,平山温塘镇泉眼南,114.203246,38.256178,0311,住宅区,0,0,小区
B2094752D26DA0FC4793,老街坊炖骨馆,近郊平山县外环路南义羊村东,114.24087,38.23851,0311,住宅区,0,0,小区
B2094656D368A0F84198,秦庄荷花园,,114.34364,38.21781,0311,住宅区,0,0,小区
B2094750D56BABFB429B,国际空港花园,正定新区京珠高速以东，机场路以南东平乐(正定四中南行150米路西),114.681258,38.266927,0311,住宅区,0,0,小区
B2094750D56AAAF4459B,空港家合小镇,空港新区,114.706364,38.274171,0311,住宅区,0,0,小区
B2094750D56BA6FA439D,空港国际,正定新区国际机场新建航站楼西500米,114.687412,38.27719,0311,住宅区,21,16,小区
B2094750D56BA6F44293,北辰商务花园,北二环和东二环交叉口西北角,114.619263,38.194212,0311,住宅区,0,0,小区
B2094750D564A1F44792,树林新村,正定新区正定国际物流园南邻,114.592209,38.178291,0311,住宅区,0,0,小区
B2094750D564ABF94393,新安家园,正定新区107国道与绕城高速交口北行500米路东新安镇政府南邻,114.622679,38.214446,0311,住宅区,1,0,小区
B2094750D564ABF9459D,福郡雅居,正定新区107国道与机场路交叉口北行800米路东,114.650917,38.260289,0311,住宅区,0,0,小区
B2094750D564ABF94498,居鑫苑,正定新区正行路与正灵路交叉路口北行1.5公里路东,114.792589,38.136892,0311,住宅区,0,0,小区
B2094656D368A0F84293,春草苑,,114.98856,38.17731,0311,住宅区,21,9,小区
B2094752D56CA6FB4498,紫晶名门,深泽县北苑路与西苑街交叉口西行300米路北,115.196288,38.191514,0311,住宅区,1,1,小区
B2094750D564A0FE419D,塞纳河谷,深泽县医院东行300米,115.213966,38.185248,0311,住宅区,1,0,小区
B2094656D365A0F9479B,富泽园,,115.20362,38.19198,0311,住宅区,361,130,小区
B209475DD16EA4F94492,北方明珠住宅小区,河北省 石家庄市 深泽县北苑路,115.205856,38.192943,0311,住宅区,6,1,小区
B2094750D564A0FD479B,兴和苑,深泽县后马里村马里办事处东临,115.30838,38.190165,0311,住宅区,0,0,小区
B2094750D569AAFE449D,峰林湖畔,其他区平山岗南镇岗南水库旁,114.035854,38.319707,0311,住宅区,1,0,小区
B209475DD768A4F94993,神池龙泉溪,平山县温塘镇石闫路往西至桃园街路东,113.999634,38.269454,0311,住宅区,0,0,小区
B2094753DA6FA2FB469C,乐城,温塘镇西岸宾馆西边,113.99369,38.289869,0311,住宅区,0,0,小区
B2094753DA6EA2FA479B,水印长滩,岗南水库上游,114.02298,38.32772,0311,住宅区,0,0,小区
B2094753DA6EA2F44698,千百度澜珊,温塘镇东边301省级公路对面,114.002638,38.266287,0311,住宅区,0,0,小区
B2094750D56BA6FB4098,家和苑,中华北大街交正灵公路东南角,114.515948,38.222302,0311,住宅区,0,0,小区
B2094750D56BA5FF439A,水郡花洲,灵寿县横山湖水库北岸,114.388962,38.307719,0311,住宅区,0,0,小区
B2094753DA6EA2FD4299,观澜逸品,横山湖旅游度假区北岸,114.376001,38.306457,0311,住宅区,0,0,小区
B2094753DA6EA1FE489B,东城小区,灵寿县城附近,114.386644,38.299671,0311,住宅区,0,0,小区
B2094656D365A7FD4498,敬业公寓,,114.13931,38.37017,0311,住宅区,81,19,小区
B209475DD768A4FC4792,藏龙镇,平山县南甸镇王坡乡黄金寨旅游区北邻,114.117737,38.392263,0311,住宅区,0,0,小区
B2094752D56CA6FB469C,盛世名门,行唐县城东桥头南行150米路西,114.564743,38.42616,0311,住宅区,0,0,小区
B209475DD06CA2FF4098,花园小区,香港路2号,114.569595,38.432044,0311,住宅区,0,0,小区
B2094656D365A5F5499D,泰和花园,,114.67841,38.35624,0311,住宅区,78,24,小区
B2094656D365A2FE419E,颐和花园,,114.68092,38.33531,0311,住宅区,36,12,小区
B2094656D365A7FC4792,建安小区,,114.69396,38.34626,0311,住宅区,37,14,小区
B2094753DA6EA3F44292,元亨家园,幸福路以北,114.67864,38.357744,0311,住宅区,6,1,小区
B2094656D364A6FE469A,馨苑小区,,114.39703,37.66496,0311,住宅区,399,88,小区
B2094656D364AAF5459C,凤城花园,,114.61025,37.59706,0311,住宅区,94,32,小区
B2094656D364A6F44892,阳光花园,,114.60556,37.61466,0311,住宅区,219,75,小区
B2094656D364A5FC469F,信合怡园,,114.60773,37.59816,0311,住宅区,12,3,小区
B2094656D364A6F5429E,供电局生活区,,114.60832,37.60779,0311,住宅区,9,3,小区
B2094750D569AAFE409F,碧水明珠,其他区域石家庄市元氏县蟠龙湖南岸,114.514408,37.750048,0311,住宅区,0,0,小区
B2094750D569AAFE419A,泊岸南山,其他区域元氏县潘龙湖南岸,114.513609,37.74793,0311,住宅区,0,0,小区
B2094656D364A0FB479D,东关小区,,114.52199,37.75479,0311,住宅区,15,4,小区
B209475DD768A6FD499E,金桥天海湾,元氏县常山路与西环交口西北,114.50174328,37.76747594,0311,住宅区,0,0,小区
B2094750D569AAFD449E,享墅,其它区元氏县蟠龙湖南案风景区,114.515547,37.758037,0311,住宅区,0,0,小区
B2094753DA6EA2FA4693,大湖之翼,蟠龙湖风景区,114.509082,37.744521,0311,住宅区,0,0,小区
B2094753DA6EA2F54698,心海湾,岗丘路石炼宾馆斜对面,114.516163,37.758501,0311,住宅区,2,0,小区
B2094753DA6EA1FC419D,蟠龙湖别墅,蟠龙湖景区,114.510627,37.745896,0311,住宅区,1,1,小区
B2094750D569AAFF419B,天怡庄园,其他区赵县柏林大街北头路东,114.767279,37.749472,0311,住宅区,1,1,小区
B2094750D564A6FB479E,中央逸家,赵县重点中学西邻,114.771595,37.752869,0311,住宅区,1,0,小区
B209475DD768A1FC419C,翡翠华庭,常山路与槐阳大街交口北行400米路西(北国商城北行400米路西),114.53650472,37.76793456,0311,住宅区,1,1,小区
B2094656D364A7FE4093,小区(槐阳镇人民政府北),,114.53632,37.77152,0311,住宅区,14,3,小区
B2094656D364A7FE449F,怡景嘉园,,114.52099,37.76649,0311,住宅区,82,36,小区
B2094656D364A7FE4492,银苑小区,,114.51976,37.76648,0311,住宅区,45,12,小区
B2094656D364A0FB4892,双龙花园,,114.52674,37.75498,0311,住宅区,130,77,小区
B2094750D569ABF5469E,岸乡,其它区元氏蟠龙湖南岸紧临工行度假村,114.535874,37.764831,0311,住宅区,0,0,小区
B2094750D564A0FB4793,元氏盛世华庭,元氏县常山路槐阳大街北行500米路东,114.538822,37.770019,0311,住宅区,0,0,小区
B2094750D564A7FB4793,元氏天山水榭花都,元氏县常山路县一中对过,114.520111,37.775057,0311,住宅区,35,16,小区
B2094750D564A6F8459E,雅仕兰庭,元氏常山路与槐阳大街交口北行100米,114.536934,37.768544,0311,住宅区,0,0,小区
B2094656D364A7FD409A,工商银行生活小区,,114.52563,37.75796,0311,住宅区,10,5,小区
B2094656D364A7FE469C,六合苑,,114.51476,37.76605,0311,住宅区,27,9,小区
B2094656D364A7FE489F,扬华小区,,114.52406,37.76604,0311,住宅区,1,0,小区
B2094753D56DAAFA409B,北苑花园,河北省 石家庄市 元氏县 常山路163号,114.5167,37.765998,0311,住宅区,1,0,小区
B2094757D56FABFE419E,卓达太阳城,栾城308国道与南三环交汇处路北,114.5969656,37.9498584,0311,住宅区,712,396,小区
B2094750D564A2F44893,恒大雅苑,裕华翟营南大街与广源路交叉口(方郄路178号),114.567661,37.979995,0311,住宅区,519,291,小区
B2094750D56AAAFA4899,东龙府邸,裕华谈固大街南延线与308国道交口西南方,114.561803,37.971677,0311,住宅区,9,5,小区
B209475DD768A3F44499,卓达太阳城希望之洲,石家庄308国道与京港澳高速交口东侧,114.5877457,37.95286016,0311,住宅区,1,0,小区
B209475DD768ABFA419F,卓达太阳城青年之都,石家庄308国道与京港澳高速交口东侧,114.59220888,37.95338167,0311,住宅区,0,0,小区
B2094750D56BA7FB469D,万和城,裕翔街与环城水系交口东南角,114.535904,37.958546,0311,住宅区,0,0,小区
B2094750D56AAAF5469A,新谊家园,卓达太阳城南行200米，308国道东侧,114.598056,37.947819,0311,住宅区,0,0,小区
B2094753DA6EA2F5419E,卓达太阳城汉府,石栾公路与京珠高速交叉口,114.589205,37.952675,0311,住宅区,1,0,小区
B2094753DA6EA1FC479E,佳琳花园,翟营大街南头,114.567404,37.979792,0311,住宅区,0,0,小区
B2094752D56CA4FB439E,泊水湖1号,东二环与南二环交口南行约2000米,114.577446,37.978033,0311,住宅区,0,0,小区
B2094753D564A5F4429E,千禧花园,河北省 石家庄市 建设街，文昌路,115.225006,37.916599,0311,住宅区,29,12,小区
B2094750DB6AA2FB4492,芳华小区,河北省辛集市芳华小区,115.235671,37.923984,0311,住宅区,39,17,小区
B2094751D26FA6FB4992,明珠花园,辛集市明珠花园小区,115.206718,37.929267,0311,住宅区,40,19,小区
B2094656D365A5F4429E,河北辛集化工集团三生活区,,115.22179,37.90708,0311,住宅区,2,0,小区
B2094750DA69ABFB449C,千禧花园,,115.222595,37.914871,0311,住宅区,2,0,小区
B2094750D26EA6F54092,古城花园,河北省 石家庄市 辛集市古城花园,115.21991,37.947045,0311,住宅区,22,14,小区
B2094656D364A0FC4293,铁马住宅小区,,115.21572,37.92267,0311,住宅区,3,1,小区
B2094656D364A0FC469E,鹿马公司职工生活区,,115.20669,37.91836,0311,住宅区,9,0,小区
B2094757D56FA2F5419A,绿洲小区南院,中国河北省辛集市,115.23694689,37.91884711,0311,住宅区,175,57,小区
B2094656D364A1F5449F,鑫苑花园,石家庄辛集鑫苑花园,115.20944,37.93863,0311,住宅区,173,54,小区
B2094757D56FA1F8419F,天山花园(北门),中国河北省辛集市安定大街,115.22706923,37.93794488,0311,住宅区,223,58,小区
B2094757D56FAAF9429B,安定小区西区,中国河北省辛集市,115.22294,37.94055447,0311,住宅区,132,36,小区
B2094656D364A1F44993,澳森生活小区,,115.21479,37.94982,0311,住宅区,122,50,小区
B2094656D364A1F5439D,亨盛小区,,115.21334,37.93852,0311,住宅区,37,14,小区
B2094757D56FA0FA419C,富贵花园,中国河北省辛集市文昌路,115.22461453,37.93672743,0311,住宅区,12,6,小区
B2094753DA6EA2FC4899,橡胶厂宿舍,和平东路与东二环交叉口,115.22374,37.918176,0311,住宅区,0,0,小区
B2094656D368A5F94892,西山花园别墅,河北省,114.3707,38.0416,0311,住宅区,2666,1397,小区
B2094656D365ABF8479C,龙泉花园,龙泉花园,114.37844,38.0082,0311,住宅区,691,210,小区
B2094757D56FAAF4409D,云鼎山庄,槐安西路与山前大道交汇处北行300米,114.343846,38.025164,0311,住宅区,40,13,小区
B2094656D365A4FB459C,吉溪庄园,,114.32937,38.01706,0311,住宅区,55,17,小区
B2094656D364A5F4499D,龙海新区(鹿泉市妇幼保健院东北),,114.32965,38.07984,0311,住宅区,126,68,小区
B2094656D368A5FB469A,吉恒小区,吉恒街8号,114.406,38.03934,0311,住宅区,84,36,小区
B2094656D365A7FF4799,上庄新新家园,,114.39032,38.03253,0311,住宅区,329,78,小区
B2094656D365A3F44299,富丽花园富兴苑,中山西路,114.37802,38.03686,0311,住宅区,140,75,小区
B2094656D368A5FB4593,西兴小区,桥西区西王西兴小区,114.40555,38.04406,0311,住宅区,84,22,小区
B2094656D06CA1FE449F,申后新村,,114.35439,38.06741,0311,住宅区,37,9,小区
B2094750D66EAAFB489B,水岸星城,槐安路与西三环交叉口往东路北,114.411506,38.026462,0311,住宅区,23,4,小区
B2094757D56FA1F44492,西山渡,山前大道与龙泉寺交口南行2公里路西,114.3221856,38.03514556,0311,住宅区,10,8,小区
B2094750DA6BA6FF4692,朗润园小区,获铜路8号,114.356903,38.048885,0311,住宅区,44,20,小区
B2094750D564A5FD409B,苏园,桥西石铜路432号，距南二环1200米处,114.426727,37.993998,0311,住宅区,5,4,小区
B2094750D56AA3FF409F,西山御园,鹿泉翠屏山迎宾馆北侧(鹿泉经济技术开发区),114.348969,38.049154,0311,住宅区,4,3,小区
B2094454D26CABFB4092,帕克公馆,中山路与苑西街交口1号地铁口,114.411364,38.039304,0311,住宅区,0,0,小区
B2094454D26CAAFF449E,恒信国际产业园,位于石家庄市石铜路与南二环交叉口南行4.5公里处,114.42157743,37.98753808,0311,住宅区,0,0,小区
B2094750D569AAFE429D,宏扬香木林,鹿泉中山西路上庄镇,114.376287,38.037525,0311,住宅区,2,1,小区
B209475DD768A3FB4299,众诚五福苑,槐安路与苑东街交口西北角,114.41938881,38.02461611,0311,住宅区,0,0,小区
B209475DD768A5F84992,壹号院,中山西路沿线御园路南侧,114.370422,38.043089,0311,住宅区,0,1,小区
B2094752D56CAAF9429E,西城国际,和平路西路与海山大街交口处东北角,114.331198,38.078501,0311,住宅区,0,0,小区
B2094750D569AAF4479B,西城公馆,中山西路与获铜路交口北行100米路西,114.380757,38.034865,0311,住宅区,1,1,小区
B2094753DA6FA2FB4199,金瓦台,中山西路800号,114.407898,38.04009,0311,住宅区,0,0,小区
B2094753DA6FA2FB449A,永兴花园,石铜路666号,114.427071,37.99158,0311,住宅区,4,4,小区
B2094753DA69A0FA459E,油漆厂宿舍,车管所西行100米,114.409368,38.041805,0311,住宅区,0,0,小区
